case_name,year,link,classification,sme_or_ml_classified
Jewson Ltd. v Boyhan [2003] EWCA Civ 1030 (28 July 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/1030.html,0,ml
Fox v First Secretary of State [2003] EWHC 887 (Admin) (31 March 2003),2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/887.html,0,ml
"Gautam, R (on the application of) v Secretary of State for the Home Department [2003] EWHC 1160 (Admin) (08 May 2003)",2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/1160.html,0,ml
Horn & Anor v Phillips & Anor [2003] EWCA Civ 1877 (18 December 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/1877.html,0,ml
Tait v. Royal College of Veterinary Surgeons (RCVS) [2003] UKPC 34 (20 March 2003),2003,https://www.bailii.org/uk/cases/UKPC/2003/34.html,1,expert
Moggridge & Anor v National Assembly for Wales & Anor [2003] EWHC 2188 (Admin) (18 July 2003),2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/2188.html,1,ml
Mullholland v HM Coroner for St Pancras [2003] EWHC 2612 (Admin) (07 November 2003),2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/2612.html,0,ml
Partridge & Ors v Lawrence & Ors [2003] EWCA Civ 1121 (08 July 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/1121.html,0,ml
Sheldrake v Director of Public Prosecutions [2003] EWHC 273 (Admin) (24 February 2003),2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/273.html,0,ml
Hounslow v Thames Water Utilities Ltd. [2003] EWHC 1197 (Admin) (23 May 2003),2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/1197.html,0,expert
"Compassion In World Farming Ltd. v Secretary of State for the Environment, Food and Rural Affairs [2003] EWHC 2850 (Admin) (27 November 2003)",2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/2850.html,1,expert
Habton Farms v Nimmo [2003] EWCA Civ 68 (06 February 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/68.html,0,ml
"Quintavalle, R (on the application of) v Human Fertilisation and Embryology Authority [2003] EWCA Civ 667 (16 May 2003)",2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/667.html,0,ml
Cornwall County Council v Baker [2003] EWHC 374 (Admin) (18 February 2003),2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/374.html,1,ml
"Jones, R (on the application of) v Mansfield District Council [2003] EWHC 7 (Admin) (20 January 2003)",2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/7.html,1,ml
Russell & Ors v Finn [2003] EWCA Civ 399 (20 February 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/399.html,0,ml
Association of British Civilian Internees - Far Eastern Region v Secretary of State for Defence [2003] EWCA Civ 473 (03 April 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/473.html,0,ml
"Davies, R (on the application of) v HM Deputy Coroner for Birmingham [2003] EWCA (Civ) 1739 (02 December 2003)",2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/1739.html,0,ml
Paragon Finance Plc v Pender & Anor [2003] EWHC 2834 (Ch) (25 November 2003),2003,https://www.bailii.org/ew/cases/EWHC/Ch/2003/2834.html,0,ml
"Davies, R (on the application of) v HM Deputy Coroner for Birmingham & Anor [2003] EWHC 618 (Admin) (11 February 2003)",2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/618.html,0,ml
Rees v Darlington Memorial Hospital NHS Trust [2003] UKHL 52 (16 October 2003),2003,https://www.bailii.org/uk/cases/UKHL/2003/52.html,0,ml
"ProLife Alliance, R (on the application of) v. British Broadcasting Corporation [2003] UKHL 23 (10 April 2003)",2003,https://www.bailii.org/uk/cases/UKHL/2003/23.html,0,ml
"North Yorkshire Trading Standards Regulatory Services, R (on the application of) v Nicholson [2003] EWHC 1022 (Admin) (31 March 2003)",2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/1022.html,0,expert
"Bown, R (on the application of) v Secretary of State for Transport [2003] EWHC 819 (Admin) (26 March 2003)",2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/819.html,1,expert
"Clement, R (on the application of) v Durham County Magistrates' Court [2003] EWHC 1154 (Admin) (26 March 2003)",2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/1154.html,0,expert
Kirk v Royal College of Veterinary Surgeons (RCVS) [2003] UKPC 47 (17 June 2003),2003,https://www.bailii.org/uk/cases/UKPC/2003/47.html,0,expert
Hole v Ross-Skinner [2003] EWCA Civ 774 (20 May 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/774.html,0,expert
Waikato Regional Airport Ltd & Ors v. Attorney General (New Zealand) [2003] UKPC 50 (30 June 2003),2003,https://www.bailii.org/uk/cases/UKPC/2003/50.html,0,ml
Peoples' Insurance Company of China & Anor v Vysanthi Shipping Co Ltd [2003] EWHC 1655 (Comm) (10 July 2003),2003,https://www.bailii.org/ew/cases/EWHC/Comm/2003/1655.html,0,ml
Roche Products Ltd. & Ors v Provimi Ltd [2003] EWHC 961 (Comm) (02 May 2003),2003,https://www.bailii.org/ew/cases/EWHC/Comm/2003/961.html,0,ml
Croft v Royal Mail Group Plc [2003] EWCA Civ 1045 (18 July 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/1045.html,0,expert
Istituto Gentili SpA Merck & Co. Inc. v Teva Pharmaceutical Industries Ltd. & Ors [2003] EWCA Civ 1545 (06 November 2003),2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/1545.html,0,expert
Director of Public Prosecutions v Bayer & Ors [2003] EWHC 2567 (Admin) (04 November 2003),2003,https://www.bailii.org/ew/cases/EWHC/Admin/2003/2567.html,0,expert
Chagos Islanders v Attorney General Her Majesty's British Indian Ocean Territory Commissioner [2003] EWHC 2222 (QB) (09 October 2003),2003,https://www.bailii.org/ew/cases/EWHC/QB/2003/2222.html,0,expert
Evans v Amicus Healthcare Ltd & Ors (includes Summary of Judgment) [2003] EWHC 2161 (Fam) (01 October 2003),2003,https://www.bailii.org/ew/cases/EWHC/Fam/2003/2161.html,0,ml
Bellinger v. Bellinger [2003] UKHL 21 (10 April 2003),2003,https://www.bailii.org/uk/cases/UKHL/2003/21.html,0,ml
Keating v London Borough of Bromley [2003] EWHC 1070 (QB) (15 May 2003),2003,https://www.bailii.org/ew/cases/EWHC/QB/2003/1070.html,0,expert
"Oy, R (on the application of) v. Bristol Magistrates Court & Ors [2003] UKHL 55 (23 October 2003)",2003,https://www.bailii.org/uk/cases/UKHL/2003/55.html,0,ml
"Clark, R v [2003] EWCA Crim 991 (04 April 2003)",2003,https://www.bailii.org/ew/cases/EWCA/Crim/2003/991.html,0,ml
"Steel, R v [2003] EWCA Crim 1640 (10 June 2003)",2003,https://www.bailii.org/ew/cases/EWCA/Crim/2003/1640.html,0,ml
Daiichi UK Ltd & Ors v Stop Huntington Animal Cruelty & Ors [2003] EWHC 2337 (QB) (13 October 2003),2003,https://www.bailii.org/ew/cases/EWHC/QB/2003/2337.html,0,ml
"Quintavalle, R (on the application of) v Secretary of State for Health [2003] UKHL 13 (13 March 2003)",2003,https://www.bailii.org/uk/cases/UKHL/2003/13.html,1,expert
Mirvahedy v Henley & Anor [2003] UKHL 16 (20 March 2003),2003,https://www.bailii.org/uk/cases/UKHL/2003/16.html,1,ml
Multiple Claimants v The Ministry of Defence (Part 1) [2003] EWHC 1134 (QB) (21 May 2003),2003,https://www.bailii.org/ew/cases/EWHC/QB/2003/1134.html,0,ml
Huntingdon Life Sciences Group Plc & Anor v Stop Huntingdon Animal Cruelty (SHAC) & Ors [2003] EWHC 1139 (QB) (16 April 2003),2003,https://www.bailii.org/ew/cases/EWHC/QB/2003/1139.html,0,ml
Collins v Jones [2003] EWHC 187 (QB) (28 February 2003),2003,https://www.bailii.org/ew/cases/EWHC/QB/2003/187.html,0,ml
"Jones, R (on the application of) v Mansfield District Council & Anor [2003] EWCA Civ 1408 (16 October 2003)",2003,https://www.bailii.org/ew/cases/EWCA/Civ/2003/1408.html,1,expert
H Young (Operations) Ltd. v Medici Ltd. [2003] EWHC 1589 (Ch) (14 July 2003),2003,https://www.bailii.org/ew/cases/EWHC/Ch/2003/1589.html,0,expert
Teva Pharmaceutical Industries Ltd. v Istituto Gentili Spa& Ors [2003] EWHC 5 (Patent) (21 January 2003),2003,https://www.bailii.org/ew/cases/EWHC/Patents/2003/5.html,0,expert
"JHM Newsum, R (on the application of) v Welsh Assembly Government [2004] EWCA Civ 1565 (22 November 2004)",2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/1565.html,1,expert
Department for Environment Food & Rural Affairs v Feakins & Anor [2004] EWHC 2735 (Ch) (26 November 2004),2004,https://www.bailii.org/ew/cases/EWHC/Ch/2004/2735.html,0,expert
"Fisher, R (on the application of) v English Nature [2004] EWCA Civ 663 (26 May 2004)",2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/663.html,1,expert
Allen v George & Anor [2004] EWCA Civ 396 (16 March 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/396.html,0,expert
"Banks & Anor v Secretary Of State For Environment, Food & Rural Affairs [2004] EWHC 416 (Admin) (15 March 2004)",2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/416.html,1,expert
Kambly SA Sp�cialit�s De Biscuits Suisses v Intersnack Knabber-Geb�ck GmbH & Co KG [2004] EWHC 943 (Ch) (29 April 2004),2004,https://www.bailii.org/ew/cases/EWHC/Ch/2004/943.html,0,expert
Customs & Excise v Jack Baars Wholesale & Ors [2004] EWHC 18 (Ch) (16 January 2004),2004,https://www.bailii.org/ew/cases/EWHC/Ch/2004/18.html,0,expert
Express Ltd. v The Environment Agency [2004] EWHC 1710 (Admin) (15 July 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/1710.html,0,ml
"British American Tobacco UK Ltd & Ors, R (on the application of) v Secretary of State for Health [2004] EWHC 2493 (Admin) (05 November 2004)",2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2493.html,0,ml
Emerson v The Estate of Emerson [2004] EWCA Civ 170 (05 February 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/170.html,0,expert
McAdams Homes Ltd. v Robinson & Anor [2004] EWCA Civ 214 (27 February 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/214.html,0,expert
R & Ors (on the application of) v Metroplitan Police Commssioner & Ors [2004] EWHC 2229 (Admin) (07 October 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2229.html,0,ml
Smith v First Secretary of State & Anor [2004] EWHC 2583 (Admin) (29 October 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2583.html,0,ml
"Taffurelli & Ors, R (on the application of) v DPP [2004] EWHC 2791 (Admin) (25 November 2004)",2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2791.html,1,ml
"Dennis, R (on the application of) v Sevenoaks District Council [2004] EWHC 2758 (Admin) (12 November 2004)",2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2758.html,0,ml
National Anti-Vivisection Society v First Secretary of State [2004] EWHC 2074 (Admin) (30 July 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2074.html,0,ml
"D, R (on the application of) v Plymouth High School for Girls [2004] EWHC 1923 (Admin) (13 July 2004)",2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/1923.html,0,ml
Gateway Professional Services (Management) Ltd v Kingston Upon Hull City Council [2004] EWHC 597 (Admin) (08 March 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/597.html,0,ml
"JDM Accord Ltd. v Secretary of State for the Environment, Food and Rural Affairs [2004] EWHC 2 (TCC) (16 January 2004)",2004,https://www.bailii.org/ew/cases/EWHC/TCC/2004/2.html,0,ml
Newsum & Ors v Welsh Assembly Government [2004] EWHC 50 (Admin) (04 February 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/50.html,1,ml
Attorney General's Reference No 28 of 2004 [2004] EWCA Crim 1440 (20 May 2004),2004,https://www.bailii.org/ew/cases/EWCA/Crim/2004/1440.html,0,expert
"Ruttle Plant Hire Ltd v Secretary of State for the Environment, Food and Rural Affairs [2004] EWHC 2152 (TCC) (29 September 2004)",2004,https://www.bailii.org/ew/cases/EWHC/TCC/2004/2152.html,0,ml
"Hoare & Anor, R v [2004] EWCA Crim 784 (02 April 2004)",2004,https://www.bailii.org/ew/cases/EWCA/Crim/2004/784.html,0,ml
Sed v R [2004] EWCA Crim 1294 (26 May 2004),2004,https://www.bailii.org/ew/cases/EWCA/Crim/2004/1294.html,0,ml
"Compassion In World Farming Ltd, R (on the application of) v Secretary Of State For Environment, Food & Rural Affairs [2004] EWCA Civ 1009 (29 July 2004)",2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/1009.html,1,ml
Attorney General Reference No 140 of 2004 [2004] EWCA Crim 3525 (16 December 2004),2004,https://www.bailii.org/ew/cases/EWCA/Crim/2004/3525.html,0,ml
"LS, R (on application of) v South Yorkshire Police (Consolidated Appeals) [2004] UKHL 39 (22 July 2004)",2004,https://www.bailii.org/uk/cases/UKHL/2004/39.html,0,ml
"Mid-Devon District Council, R (on the application of) v First Secretary of State & Ors [2004] EWHC 814 (Admin) (23 March 2004)",2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/814.html,0,ml
Corporation of London v Eurostar (UK) Ltd [2004] EWHC 187 (Admin) (20 January 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/187.html,0,ml
Derbyshire Waste Ltd. v Blewett [2004] EWCA Civ 1508 (11 November 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/1508.html,0,ml
Kumar R v [2004] EWCA Crim 3207 (16 December 2004),2004,https://www.bailii.org/ew/cases/EWCA/Crim/2004/3207.html,0,ml
"Holliday & Anor, R. v [2004] EWCA Crim 1847 (9 July 2004)",2004,https://www.bailii.org/ew/cases/EWCA/Crim/2004/1847.html,0,ml
Tektrol Ltd. v International Insurance Company of Hanover Ltd. & Anor [2004] EWHC 2473 (Comm) (03 November 2004),2004,https://www.bailii.org/ew/cases/EWHC/Comm/2004/2473.html,0,expert
Gladstone Plc v Manchester City Magistrates' Court & Anor [2004] EWHC 2806 (Admin) (17 November 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2806.html,0,ml
Belize Alliance of Conservation Non-Governmental Organisations v. Department of the Environment & Anor (Belize) [2004] UKPC 6 (29 January 2004),2004,https://www.bailii.org/uk/cases/UKPC/2004/6.html,1,expert
"Hamsher, R (on the application of) v First Secretary of State & Anor [2004] EWHC 2299 (Admin) (22 September 2004)",2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2299.html,0,expert
"Trailer & Marina (Leven) Ltd., R (on the application of) v Secretary of State for the Environment, Food & Rural Affairs & Anor [2004] EWCA Civ 1580 (16 December 2004)",2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/1580.html,0,ml
Lodgepower Ltd. v Taylor & Ors [2004] EWCA Civ 1367 (22 October 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/1367.html,0,ml
Yissum Research and Development Company of the Hebrew University of Jerusalem v Comptroller-General of Patents [2004] EWHC 2880 (Pat) (10 December 2004),2004,https://www.bailii.org/ew/cases/EWHC/Patents/2004/2880.html,0,expert
Cipla Ltd. & Ors v Glaxo Group Ltd. [2004] EWHC 477 (Pat) (19 March 2004),2004,https://www.bailii.org/ew/cases/EWHC/Patents/2004/477.html,0,ml
Donaldson v Wilson [2004] EWCA Civ 123 (26 January 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/123.html,0,ml
Browning & Anor v Messrs Brachers (a firm) [2004] EWHC 16 (QB) (13 February 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/16.html,0,ml
Randall v Randall [2004] EWHC 2258 (Ch) (30 July 2004),2004,https://www.bailii.org/ew/cases/EWHC/Ch/2004/2258.html,0,ml
Flaherty v National Greyhound Racing Club Ltd [2004] EWHC 2838 (Ch) (08 December 2004),2004,https://www.bailii.org/ew/cases/EWHC/Ch/2004/2838.html,0,ml
Newgate Stud Co & Anor v Penfold & Anor [2004] EWHC 2993 (Ch) (21 December 2004),2004,https://www.bailii.org/ew/cases/EWHC/Ch/2004/2993.html,0,ml
Hall & Ors v Stop Newchurch Guinea Pigs [2004] EWHC 3036 (QB) (2 December 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/3036.html,0,ml
Laing Ltd. v Essa [2004] EWCA Civ 2 (21 January 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/2.html,0,ml
Huntingdon Life Sciences Group Plc & Ors v Stop Huntingdon Animal Cruelty (Shac) & Ors [2004] EWHC 1231 (QB) (26 May 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/1231.html,0,ml
Verderers of the New Forest v Young & Ors [2004] EWHC 2954 (Admin) (1 December 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2954.html,0,expert
Emerson Developments & Ors v Avery & Ors [2004] EWHC 194 (QB) (26 January 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/194.html,0,ml
Wilson v Donaldson [2004] EWCA Civ 972 (09 July 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/972.html,0,ml
H Young (Operations) Ltd v Medici Ltd [2004] EWCA Civ 863 (05 May 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/863.html,0,ml
Nationwide General Insurance Company & Nationwide Mutual Insurance Company & Anor v North Atlantic Insurance Company Ltd & Ors [2004] EWCA Civ 423 (02 April 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/423.html,0,ml
Boehringer Ingelheim Kg & Anor v Swingward Ltd. [2004] EWCA Civ 129 (05 March 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/129.html,0,ml
Worcestershire County Council v Tongue & Ors [2004] EWCA Civ 140 (17 February 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/140.html,1,ml
International Traders Ferry Ltd v Adur District Council [2004] EWCA Civ 288 (26 February 2004),2004,https://www.bailii.org/ew/cases/EWCA/Civ/2004/288.html,0,ml
"Burke, R (on the application of) v The General Medical Council Rev 1 [2004] EWHC 1879 (Admin) (30 July 2004)",2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/1879.html,0,expert
Mitsubishi Corporation v Eastwind Transport Ltd. & Ors [2004] EWHC 2924 (Comm) (15 December 2004),2004,https://www.bailii.org/ew/cases/EWHC/Comm/2004/2924.html,0,ml
Inter-Tel Inc v Ocis Plc & Anor [2004] EWHC 2269 (QB) (12 October 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/2269.html,0,expert
Tewksbury Borough Council v Keeley & Ors [2004] EWHC 2594 (QB) (12 November 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/2594.html,0,ml
Bartram v Southend Magistrates Court [2004] EWHC 2691 (Admin) (22 October 2004),2004,https://www.bailii.org/ew/cases/EWHC/Admin/2004/2691.html,1,expert
Rattansingh v. Attorney General of Trinidad and Tobago & Anor (Trinidad and Tobago) [2004] UKPC 15 (2 March 2004),2004,https://www.bailii.org/uk/cases/UKPC/2004/15.html,0,ml
Valse Holdings S.A v Merrill Lynch International Bank Ltd. [2004] EWHC 2471 (Comm) (03 November 2004),2004,https://www.bailii.org/ew/cases/EWHC/Comm/2004/2471.html,0,ml
Bonner & Ors v Cox Dedicated Corporate Member Ltd & Ors [2004] EWHC 2963 (Comm) (21 December 2004),2004,https://www.bailii.org/ew/cases/EWHC/Comm/2004/2963.html,0,ml
University of Oxford & Ors v Broughton & Ors [2004] EWHC 2543 (QB) (10 November 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/2543.html,0,expert
Bradley v The Jockey Club [2004] EWHC 2164 (QB) (01 October 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/2164.html,0,expert
Barrett v Rutt-Field & Ors [2004] EWHC 9012 (Costs) (29 January 2004),2004,https://www.bailii.org/ew/cases/EWHC/Costs/2004/9012.html,0,expert
F v Secretary of State for Home Department & Anor [2004] EWHC 111 (Fam) (30 January 2004),2004,https://www.bailii.org/ew/cases/EWHC/Fam/2004/111.html,0,expert
Bici & Anor v Ministry of Defence [2004] EWHC 786 (QB) (07 April 2004),2004,https://www.bailii.org/ew/cases/EWHC/QB/2004/786.html,0,expert
British Sugar Plc v Fratelli Babbini di Lionello Babbini & CSAS & Ors [2004] EWHC 2560 (TCC) (12 November 2004),2004,https://www.bailii.org/ew/cases/EWHC/TCC/2004/2560.html,0,expert
Celltech R & D Ltd. v Medimmune Inc [2004] EWHC 1124 (Patents) (19 May 2004),2004,https://www.bailii.org/ew/cases/EWHC/Patents/2004/1124.html,0,ml
Worth v Turner & Anor [2004] EWHC 1096 (Ch) (04 May 2004),2004,https://www.bailii.org/ew/cases/EWHC/Ch/2004/1096.html,0,ml
Bakewell Management Ltd v. Brandwood & Ors [2004] UKHL 14 (1 April 2004),2004,https://www.bailii.org/uk/cases/UKHL/2004/14.html,0,expert
